Report Date,PFI,Facility Name,Hospital County,Hospital Region,NY Forward Region,Hospital Network,Total Employees,Partially Vaccinated,Fully Vaccinated,Staff Booster,Total Staff Furloughed,Direct Care Staff Furloughed,Direct Care Employees
07/25/2023,000718,Medina Memorial Hospital,Orleans,Western Regional Office,Finger Lakes,Independent,229,0,225,158,0,0,118
07/25/2023,000756,Samaritan Hospital,Rensselaer,Capital District Regional Office,Capital Region,St. Peters Health Partners,2971,0,2958,1774,3,3,2358
07/25/2023,000977,Cayuga Medical Center at Ithaca,Tompkins,Central New York Regional Office,Southern Tier,Cayuga Health System,1743,1,1711,1485,1,0,1063
07/25/2023,000528,Nassau University Medical Center,Nassau,Metropolitan Area Regional Office,Long Island,Independent,4017,0,4007,1120,0,0,2768
07/25/2023,000411,Rochester General Hospital,Monroe,Western Regional Office,Finger Lakes,Rochester Regional Health System,8625,61,8551,6328,0,0,5354
07/25/2023,000208,John R. Oishei Children's Hospital,Erie,Western Regional Office,Western New York,Kaleida Health,1989,2,1975,1197,2,0,1138
07/25/2023,000309,The University of Vermont Health Network-Elizabethtown Community Hospital Moses Ludington,Essex,Capital District Regional Office,North Country,The University of Vermont Health Network Elizabeth,83,0,83,81,0,0,59
07/18/2023,000118,St. Joseph's Hospital,Chemung,Western Regional Office,Southern Tier,Arnot Health,207,1,204,130,0,0,162
07/18/2023,000895,John T Mather Memorial Hospital of Port Jefferson New York Inc,Suffolk,Metropolitan Area Regional Office,Long Island,Northwell Health,2109,1,2095,1561,0,0,1174
07/18/2023,000085,Auburn Community Hospital,Cayuga,Central New York Regional Office,Central New York,Independent,1414,0,1394,1058,0,1,765
07/18/2023,010216,Cobleskill Regional Hospital,Schoharie,Capital District Regional Office,Mohawk Valley,Bassett Healthcare Network,190,0,190,167,0,0,137
07/18/2023,000779,Good Samaritan Hospital of Suffern,Rockland,Metropolitan Area Regional Office,Mid-Hudson,Westchester Medical Center Health Network,2234,0,2230,996,0,0,1240
07/18/2023,001629,Jamaica Hospital Medical Center,Queens,Metropolitan Area Regional Office,New York City,MediSys Health Network,4015,6,4005,2954,3,3,2007
07/18/2023,001737,Staten Island University Hosp-South,Richmond,Metropolitan Area Regional Office,New York City,Northwell Health,944,0,943,547,0,0,616
07/18/2023,001320,University Hospital of Brooklyn,Kings,Metropolitan Area Regional Office,New York City,Independent,2856,0,2826,1950,0,0,2049
07/18/2023,001439,Mount Sinai Beth Israel,New York,Metropolitan Area Regional Office,New York City,Mount Sinai Health System,5247,1,5235,3918,0,0,3192
07/18/2023,001628,Flushing Hospital Medical Center,Queens,Metropolitan Area Regional Office,New York City,MediSys Health Network,1915,3,1911,1447,1,1,1152
07/18/2023,001286,Brookdale Hospital Medical Center,Kings,Metropolitan Area Regional Office,New York City,One Brooklyn Health System,3504,0,3495,1532,0,0,2156
07/18/2023,001293,"New York Community Hospital of Brooklyn, Inc",Kings,Metropolitan Area Regional Office,New York City,Independent,735,0,712,144,0,0,450
07/18/2023,001309,Interfaith Medical Center,Kings,Metropolitan Area Regional Office,New York City,One Brooklyn Health System,1866,7,1857,927,2,0,1335
07/18/2023,001124,SJRH - Dobbs Ferry Pavillion,Westchester,Metropolitan Area Regional Office,Mid-Hudson,"Riverside Health Care System, Inc.",161,0,158,137,2,0,58
07/18/2023,001139,Westchester Medical Center,Westchester,Metropolitan Area Regional Office,Mid-Hudson,Westchester Medical Center Health Network,6342,0,6327,4854,6,2,3809
07/18/2023,000708,Bon Secours Community Hospital,Orange,Metropolitan Area Regional Office,Mid-Hudson,Westchester Medical Center Health Network,598,0,595,285,1,0,346
07/18/2023,000739,A.O. Fox Memorial Hospital,Otsego,Capital District Regional Office,Mohawk Valley,Bassett Healthcare Network,564,0,564,429,0,0,387
07/18/2023,000968,Catskill Regional Medical Center - G. Hermann Site,Sullivan,Metropolitan Area Regional Office,Mid-Hudson,Garnet Health -formerly Greater Hudson Valley Health System,40,0,40,27,0,0,29
07/18/2023,001002,Ellenville Regional Hospital,Ulster,Metropolitan Area Regional Office,Mid-Hudson,Independent,336,0,335,178,0,0,218
07/18/2023,000583,Mount St Marys Hospital and Health Center,Niagara,Western Regional Office,Western New York,"Catholic Health, Buffalo",869,2,854,497,1,1,602
07/18/2023,000694,St Luke's Cornwall Hospital/Newburgh,Orange,Metropolitan Area Regional Office,Mid-Hudson,Montefiore Healthcare System,1828,0,1818,1295,3,2,1473
07/18/2023,000174,Delaware Valley Hospital Inc,Delaware,Capital District Regional Office,Southern Tier,"United Health Services Hospitals, Inc.",266,1,263,172,0,0,161
07/18/2023,000181,Vassar Brothers Medical Center,Dutchess,Metropolitan Area Regional Office,Mid-Hudson,Nuvance Health,2673,0,2667,1947,7,7,2326
07/18/2023,000866,Corning Hospital,Steuben,Western Regional Office,Southern Tier,The Guthrie Clinic,724,0,713,530,0,0,545
07/18/2023,000889,University Hospital - Stony Brook Southampton Hospital,Suffolk,Metropolitan Area Regional Office,Long Island,Stony Brook Medicine,1257,0,1257,962,1,1,1257
07/18/2023,001692,Woodhull Medical and Mental Health Center,Kings,Metropolitan Area Regional Office,New York City,NYC H+H,3132,26,3106,2585,10,6,2280
07/18/2023,003058,Montefiore Med Center - Jack D Weiler Hosp of A Einstein College Div,Bronx,Metropolitan Area Regional Office,New York City,Montefiore Healthcare System,6032,7,6015,4795,6,5,3582
07/18/2023,001445,Harlem Hospital Center,New York,Metropolitan Area Regional Office,New York City,NYC H+H,3320,69,3167,1174,0,0,2546
07/18/2023,001447,Hospital for Special Surgery,New York,Metropolitan Area Regional Office,New York City,Independent,5226,0,5203,4599,11,9,4129
07/18/2023,001453,Memorial Hospital for Cancer and Allied Diseases,New York,Metropolitan Area Regional Office,New York City,Independent,21447,4,21419,20745,14,4,8918
07/18/2023,001463,NYU Langone Hospitals,New York,Metropolitan Area Regional Office,New York City,NYU Langone Health,17146,30,17022,14503,1,0,12657
07/18/2023,001469,Mount Sinai Morningside,New York,Metropolitan Area Regional Office,New York City,Mount Sinai Health System,3330,0,3329,2456,0,0,2192
07/18/2023,001301,Kings County Hospital Center,Kings,Metropolitan Area Regional Office,New York City,NYC H+H,7132,107,6783,1453,2,2,5692
07/18/2023,001315,Kingsbrook Jewish Medical Center,Kings,Metropolitan Area Regional Office,New York City,One Brooklyn Health System,688,8,676,417,0,0,290
07/18/2023,001045,White Plains Hospital Center,Westchester,Metropolitan Area Regional Office,Mid-Hudson,Montefiore Healthcare System,5340,0,5338,3583,13,6,3445
07/18/2023,000704,St Anthony Community Hospital,Orange,Metropolitan Area Regional Office,Mid-Hudson,Westchester Medical Center Health Network,407,0,405,238,0,0,232
07/18/2023,000977,Cayuga Medical Center at Ithaca,Tompkins,Central New York Regional Office,Southern Tier,Cayuga Health System,1743,1,1711,1485,1,0,1063
07/18/2023,001005,Glens Falls Hospital,Warren,Capital District Regional Office,Capital Region,Independent,2834,4,2820,2267,2,2,1871
07/18/2023,000552,Plainview Hospital,Nassau,Metropolitan Area Regional Office,Long Island,Northwell Health,1112,0,1112,856,1,1,656
07/18/2023,000636,Crouse Hospital,Onondaga,Central New York Regional Office,Central New York,Crouse Health,2828,4,2814,2327,4,3,1935
07/18/2023,000528,Nassau University Medical Center,Nassau,Metropolitan Area Regional Office,Long Island,Independent,4017,0,4007,1120,0,0,2768
07/18/2023,003975,New York-Presbyterian Hospital - Allen Hospital,New York,Metropolitan Area Regional Office,New York City,New York-Presbyterian Healthcare System,1230,8,1165,860,3,1,903
07/18/2023,001464,New York-Presbyterian Hospital - Columbia Presbyterian Center,New York,Metropolitan Area Regional Office,New York City,New York-Presbyterian Healthcare System,14630,84,13625,10678,25,18,11309
07/18/2023,001466,Mount Sinai West,New York,Metropolitan Area Regional Office,New York City,Mount Sinai Health System,3558,0,3557,2545,2,2,2494
07/18/2023,001630,Long Island Jewish Medical Center,Queens,Metropolitan Area Regional Office,New York City,Northwell Health,8594,7,8525,6331,7,4,5494
07/18/2023,001633,Queens Hospital Center,Queens,Metropolitan Area Regional Office,New York City,NYC H+H,3293,38,3198,623,2,1,2477
07/18/2023,001637,NewYork-Presbyterian/Queens,Queens,Metropolitan Area Regional Office,New York City,New York-Presbyterian Healthcare System,5307,47,4999,3633,15,10,3981
07/18/2023,001165,Jacobi Medical Center,Bronx,Metropolitan Area Regional Office,New York City,NYC H+H,6129,119,5647,1740,2,1,4962
07/18/2023,001186,North Central Bronx Hospital,Bronx,Metropolitan Area Regional Office,New York City,NYC H+H,1570,22,1532,363,1,1,1177
07/18/2023,001122,New York-Presbyterian Lawrence Hospital,Westchester,Metropolitan Area Regional Office,Mid-Hudson,New York-Presbyterian Healthcare System,2109,5,2043,1556,9,6,1535
07/18/2023,001129,Phelps Hospital,Westchester,Metropolitan Area Regional Office,Mid-Hudson,Northwell Health,1528,1,1520,1203,0,0,859
07/18/2023,000752,Putnam Hospital Center,Putnam,Metropolitan Area Regional Office,Mid-Hudson,Nuvance Health,1061,0,1056,552,1,1,868
07/18/2023,000943,St Catherine of Siena Hospital,Suffolk,Metropolitan Area Regional Office,Long Island,Catholic Health Services of Long Island,1575,0,1561,877,2,1,1024
07/18/2023,000518,Long Island Jewish Valley Stream,Nassau,Metropolitan Area Regional Office,Long Island,Northwell Health,1176,0,1175,798,1,1,661
07/18/2023,000551,St. Joseph Hospital,Nassau,Metropolitan Area Regional Office,Long Island,Catholic Health Services of Long Island,811,2,804,645,0,0,480
07/18/2023,000565,Eastern Niagara Hospital - Lockport Division,Niagara,Western Regional Office,Western New York,Independent,0,0,0,0,0,0,0
07/18/2023,000635,University Hospital SUNY Health Science Center,Onondaga,Central New York Regional Office,Central New York,Independent,9176,15,9082,7403,8,7,7875
07/18/2023,000383,Lewis County General Hospital,Lewis,Central New York Regional Office,North Country,Independent,548,0,547,436,0,0,347
07/18/2023,000411,Rochester General Hospital,Monroe,Western Regional Office,Finger Lakes,Rochester Regional Health System,8640,41,8580,6344,0,0,5360
07/18/2023,000482,St. Mary's Healthcare - Amsterdam Memorial Campus,Montgomery,Capital District Regional Office,Mohawk Valley,Ascension Health,250,0,250,204,0,0,169
07/18/2023,000484,St. Mary's Healthcare,Montgomery,Capital District Regional Office,Mohawk Valley,Ascension Health,1452,2,1436,1022,0,0,968
07/18/2023,000210,Erie County Medical Center,Erie,Western Regional Office,Western New York,Independent,3520,10,3495,2436,1,1,2333
07/18/2023,000292,Sisters of Charity Hospital - St. Joseph Campus,Erie,Western Regional Office,Western New York,"Catholic Health, Buffalo",461,3,455,275,0,0,344
07/18/2023,000330,Nathan Littauer Hospital,Fulton,Capital District Regional Office,Mohawk Valley,Independent,1095,1,1082,562,5,4,706
07/18/2023,000098,"Brooks-TLC Hospital System, Inc.",Chautauqua,Western Regional Office,Western New York,Independent,538,1,529,432,0,0,376
07/18/2023,000103,UPMC Chautauqua at WCA,Chautauqua,Western Regional Office,Western New York,UPMC,905,13,870,605,0,0,640
07/18/2023,000146,Columbia Memorial Hospital,Columbia,Capital District Regional Office,Capital Region,Albany Medical Center,1617,0,1614,1232,0,0,1362
07/18/2023,000924,Southside Hospital,Suffolk,Metropolitan Area Regional Office,Long Island,Northwell Health,2725,5,2712,1796,2,0,1740
07/18/2023,000938,Peconic Bay Medical Center,Suffolk,Metropolitan Area Regional Office,Long Island,Northwell Health,1160,1,1155,886,1,1,685
07/18/2023,000005,St Peters Hospital,Albany,Capital District Regional Office,Capital Region,St. Peters Health Partners,4400,0,4383,2671,3,2,3699
07/18/2023,000990,HealthAlliance Hospital Broadway Campus,Ulster,Metropolitan Area Regional Office,Mid-Hudson,Westchester Medical Center Health Network,0,0,0,0,0,0,0
07/18/2023,000776,Montefiore Nyack,Rockland,Metropolitan Area Regional Office,Mid-Hudson,Montefiore Healthcare System,1709,95,1614,362,0,0,1709
07/18/2023,000804,"Massena Hospital, Inc.",St. Lawrence,Central New York Regional Office,North Country,St. Lawrence Health System,332,0,332,277,0,0,223
07/18/2023,001438,Bellevue Hospital Center,New York,Metropolitan Area Regional Office,New York City,NYC H+H,10416,63,9733,2083,0,0,8510
07/18/2023,001172,Lincoln Medical and Mental Health Center,Bronx,Metropolitan Area Regional Office,New York City,NYC H+H,4830,85,4501,1366,2,1,3513
07/18/2023,001178,BronxCare Hospital Center,Bronx,Metropolitan Area Regional Office,New York City,Independent,4620,2,4609,3684,10,6,2747
07/18/2023,001185,Montefiore Medical Center - Montefiore Westchester Square,Bronx,Metropolitan Area Regional Office,New York City,Montefiore Healthcare System,1005,1,1003,799,1,1,597
07/18/2023,001304,NYU Langone Hospital-Brooklyn,Kings,Metropolitan Area Regional Office,New York City,NYU Langone Health,4160,16,4130,3177,0,0,2979
07/18/2023,001305,Maimonides Medical Center,Kings,Metropolitan Area Regional Office,New York City,Independent,6735,4,6723,4893,0,0,4377
07/18/2023,001097,SJRH - St Johns Division,Westchester,Metropolitan Area Regional Office,Mid-Hudson,"Riverside Health Care System, Inc.",1459,0,1447,1197,8,4,710
07/18/2023,001098,St. Joseph's Medical Center,Westchester,Metropolitan Area Regional Office,Mid-Hudson,Independent,952,0,947,689,0,1,640
07/18/2023,001117,Northern Westchester Hospital,Westchester,Metropolitan Area Regional Office,Mid-Hudson,Northwell Health,1546,1,1540,1277,1,1,877
07/18/2023,000727,Oswego Hospital,Oswego,Central New York Regional Office,Central New York,Independent,1058,0,1054,808,0,0,636
07/18/2023,000598,St Elizabeth Medical Center,Oneida,Central New York Regional Office,Mohawk Valley,Mohawk Valley Health System,1424,61,1332,610,1,0,916
07/18/2023,000367,Samaritan Medical Center,Jefferson,Central New York Regional Office,North Country,Independent,2139,4,2008,1188,2,1,1498
07/18/2023,000324,Adirondack Medical Center-Saranac Lake Site,Franklin,Capital District Regional Office,North Country,Independent,909,0,905,857,0,0,621
07/18/2023,000339,United Memorial Medical Center North Street Campus,Genesee,Western Regional Office,Finger Lakes,Rochester Regional Health System,838,7,828,560,0,0,611
07/18/2023,000128,Chenango Memorial Hospital Inc,Chenango,Central New York Regional Office,Southern Tier,"United Health Services Hospitals, Inc.",435,1,433,134,0,0,259
07/18/2023,000135,The University of Vermont Health Network - Champlain Valley Physicians Hospital,Clinton,Capital District Regional Office,North Country,University of Vermont Health Network,2108,1,2098,1725,5,5,1771
07/18/2023,000165,O'Connor Hospital,Delaware,Capital District Regional Office,Southern Tier,Bassett Healthcare Network,141,1,140,106,0,0,100
07/18/2023,000885,Long Island Community Hospital,Suffolk,Metropolitan Area Regional Office,Long Island,Independent,2227,1,2211,1635,0,0,1372
07/18/2023,000925,Good Samaritan Hospital Medical Center,Suffolk,Metropolitan Area Regional Office,Long Island,Catholic Health Services of Long Island,4026,2,3968,2286,1,0,2744
07/18/2023,000039,Memorial Hosp of Wm F and Gertrude F Jones A/K/A Jones Memorial Hosp,Allegany,Western Regional Office,Western New York,University of Rochester Medical Center,473,0,473,350,0,0,375
07/18/2023,000812,Gouverneur Hospital,St. Lawrence,Central New York Regional Office,North Country,St. Lawrence Health System,183,0,183,138,0,0,137
07/18/2023,001738,Richmond University Medical Center,Richmond,Metropolitan Area Regional Office,New York City,Independent,2769,4,2764,1881,0,0,1917
07/18/2023,003067,Millard Fillmore Suburban Hospital,Erie,Western Regional Office,Western New York,Kaleida Health,2340,20,2310,1209,0,0,1182
07/18/2023,001168,Montefiore Medical Center-Wakefield Hospital,Bronx,Metropolitan Area Regional Office,New York City,Montefiore Healthcare System,3015,3,3008,2397,3,3,1791
07/18/2023,001176,SBH Health System,Bronx,Metropolitan Area Regional Office,New York City,Independent,3178,0,3178,1902,1,1,2623
07/18/2023,001294,Coney Island Hospital,Kings,Metropolitan Area Regional Office,New York City,NYC H+H,3449,93,3228,774,0,0,2601
07/18/2023,000409,Highland Hospital,Monroe,Western Regional Office,Finger Lakes,University of Rochester Medical Center,3230,4,3215,2311,4,3,2088
07/18/2023,000413,Strong Memorial Hospital,Monroe,Western Regional Office,Finger Lakes,University of Rochester Medical Center,19349,17,19264,15094,8,7,15736
